,sexo,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,posse_de_veiculo_Y,posse_de_imovel_Y
951,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.43287671232877,7.871232876712328,1,0,1,0,2.0,False,True,False
952,F,2,Working,Secondary / secondary special,Married,House / apartment,39.342465753424655,4.287671232876712,1,0,0,0,4.0,False,False,True
953,F,0,Pensioner,Higher education,Widow,House / apartment,58.16986301369863,-1000.6657534246576,1,0,1,0,1.0,False,False,False
954,F,2,Working,Secondary / secondary special,Married,House / apartment,38.17808219178082,1.5342465753424657,1,1,1,0,4.0,False,False,True
955,F,0,Working,Secondary / secondary special,Married,House / apartment,54.895890410958906,11.208219178082192,1,1,1,0,2.0,False,False,True
956,M,2,Commercial associate,Secondary / secondary special,Married,House / apartment,37.24931506849315,6.2027397260273975,1,0,0,0,4.0,False,True,True
957,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.3013698630137,-1000.6657534246576,1,0,1,0,1.0,False,False,True
958,M,1,Working,Higher education,Married,House / apartment,37.484931506849314,14.95890410958904,1,1,1,0,3.0,False,False,True
959,F,0,State servant,Higher education,Married,House / apartment,34.09315068493151,7.53972602739726,1,0,0,0,2.0,False,False,True
960,F,0,State servant,Secondary / secondary special,Single / not married,House / apartment,53.6054794520548,16.791780821917808,1,1,0,0,1.0,False,False,True
961,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.84383561643836,-1000.6657534246576,1,0,1,0,2.0,False,False,True
962,F,0,Working,Secondary / secondary special,Married,Municipal apartment,52.92054794520548,16.545205479452054,1,0,0,0,2.0,False,True,True
963,F,1,Working,Secondary / secondary special,Married,House / apartment,40.12054794520548,9.953424657534246,1,0,0,0,3.0,False,False,True
964,F,1,Working,Secondary / secondary special,Married,House / apartment,45.52328767123288,7.457534246575342,1,1,1,0,3.0,False,False,True
965,F,0,Working,Secondary / secondary special,Married,House / apartment,45.23561643835617,8.624657534246575,1,0,0,0,2.0,False,True,True
966,F,1,Commercial associate,Higher education,Married,House / apartment,43.06849315068493,7.038356164383561,1,0,1,0,3.0,False,False,True
967,F,0,Working,Secondary / secondary special,Separated,House / apartment,47.16712328767123,3.117808219178082,1,0,0,0,1.0,False,False,True
968,F,2,Working,Secondary / secondary special,Married,House / apartment,35.69315068493151,0.284931506849315,1,0,1,0,4.0,False,True,True
969,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.97534246575343,-1000.6657534246576,1,0,0,0,2.0,False,True,True
970,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,43.394520547945206,3.783561643835617,1,0,1,0,1.0,False,False,True
971,M,1,Working,Lower secondary,Single / not married,House / apartment,44.92054794520548,7.624657534246575,1,1,1,0,2.0,False,False,True
972,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,66.58356164383562,-1000.6657534246576,1,0,0,0,1.0,False,False,True
973,F,0,Working,Secondary / secondary special,Married,House / apartment,28.35890410958904,3.621917808219178,1,0,0,0,2.0,False,True,False
974,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.35616438356164,-1000.6657534246576,1,0,1,0,2.0,False,False,True
975,F,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,62.85479452054795,-1000.6657534246576,1,0,0,0,2.0,False,True,True
976,F,0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.4986301369863,-1000.6657534246576,1,0,1,0,1.0,False,False,True
977,M,0,Working,Higher education,Single / not married,House / apartment,54.02191780821918,5.6219178082191785,1,0,1,0,1.0,False,False,True
978,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.37808219178082,-1000.6657534246576,1,0,0,0,2.0,False,False,False
979,F,0,State servant,Higher education,Separated,House / apartment,50.67397260273973,7.53972602739726,1,0,0,0,1.0,False,True,True
980,M,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.07397260273972,-1000.6657534246576,1,0,0,0,1.0,False,True,True
981,F,1,Working,Secondary / secondary special,Separated,House / apartment,48.81369863013698,12.04109589041096,1,0,0,0,2.0,False,False,True
982,F,1,Working,Secondary / secondary special,Civil marriage,House / apartment,37.71506849315068,10.457534246575342,1,1,0,0,3.0,False,False,False
983,F,0,Working,Secondary / secondary special,Separated,House / apartment,49.5013698630137,24.301369863013697,1,0,0,0,1.0,False,False,True
984,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,49.342465753424655,7.701369863013698,1,1,0,0,1.0,False,True,False
985,F,1,Working,Secondary / secondary special,Married,House / apartment,37.512328767123286,1.947945205479452,1,0,0,0,3.0,False,False,True
986,F,0,Working,Secondary / secondary special,Married,House / apartment,37.983561643835614,3.117808219178082,1,0,0,0,2.0,False,True,True
987,F,0,Working,Secondary / secondary special,Separated,House / apartment,47.895890410958906,6.2027397260273975,1,0,0,0,1.0,False,True,True
988,F,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False,False,True
989,M,0,Working,Higher education,Married,House / apartment,54.41643835616439,6.287671232876712,1,1,1,0,2.0,False,False,True
990,M,2,Working,Secondary / secondary special,Married,With parents,33.28493150684932,0.5342465753424658,1,0,0,0,4.0,False,True,False
991,M,0,Commercial associate,Higher education,Married,House / apartment,52.45753424657534,5.117808219178082,1,0,1,0,2.0,False,True,True
992,F,0,State servant,Higher education,Married,House / apartment,44.704109589041096,6.13972602739726,1,0,0,0,2.0,False,True,True
993,F,0,Working,Secondary / secondary special,Married,House / apartment,46.12054794520548,13.9013698630137,1,0,0,0,2.0,False,False,True
994,F,0,Commercial associate,Higher education,Single / not married,House / apartment,49.43013698630137,4.391780821917808,1,0,1,1,1.0,False,False,True
995,M,4,Commercial associate,Secondary / secondary special,Married,House / apartment,41.99452054794521,7.063013698630137,1,0,0,0,6.0,False,True,False
996,F,1,Working,Secondary / secondary special,Married,House / apartment,38.772602739726025,15.232876712328768,1,0,0,0,3.0,False,True,True
997,M,0,Working,Secondary / secondary special,Civil marriage,House / apartment,44.586301369863016,3.978082191780822,1,0,1,0,2.0,False,False,True
998,M,0,Working,Secondary / secondary special,Married,House / apartment,32.02191780821918,3.558904109589041,1,0,0,1,2.0,False,True,True
999,M,1,Working,Secondary / secondary special,Married,House / apartment,47.37808219178082,0.5561643835616439,1,0,1,1,3.0,False,True,True
1000,F,2,Working,Incomplete higher,Married,House / apartment,34.87671232876713,6.063013698630137,1,0,0,0,4.0,False,True,False
1001,F,1,Commercial associate,Incomplete higher,Married,With parents,32.71506849315068,7.561643835616438,1,0,0,0,3.0,False,False,False
1002,F,0,Working,Higher education,Separated,House / apartment,54.07123287671233,34.57808219178082,1,0,1,0,1.0,False,False,True
1003,M,0,Working,Secondary / secondary special,Separated,House / apartment,38.12054794520548,1.389041095890411,1,0,0,0,1.0,False,True,True
1004,M,0,Commercial associate,Incomplete higher,Married,House / apartment,54.33972602739726,1.3068493150684932,1,0,0,0,2.0,False,True,True
1005,M,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,32.56986301369863,0.8082191780821918,1,0,0,0,2.0,False,False,False
1006,M,0,Pensioner,Higher education,Married,House / apartment,62.96438356164384,-1000.6657534246576,1,0,0,0,2.0,False,True,False
1007,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.28219178082192,1.726027397260274,1,0,1,0,2.0,False,False,True
1008,F,1,Working,Higher education,Single / not married,With parents,37.97534246575343,14.816438356164385,1,0,0,0,2.0,False,True,False
1009,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.01095890410959,5.978082191780822,1,1,1,0,2.0,False,False,True
1010,M,1,Working,Higher education,Married,House / apartment,34.035616438356165,15.4,1,0,0,1,3.0,False,True,True
1011,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,53.95068493150685,6.6438356164383565,1,0,0,0,2.0,False,False,True
1012,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,49.945205479452056,0.473972602739726,1,0,0,0,1.0,False,False,True
1013,M,0,Working,Secondary / secondary special,Married,Office apartment,41.347945205479455,2.7260273972602738,1,0,0,1,2.0,False,True,False
1014,F,0,Working,Secondary / secondary special,Widow,Municipal apartment,54.43287671232877,8.98082191780822,1,0,0,0,1.0,False,False,False
1015,M,1,Working,Secondary / secondary special,Married,House / apartment,26.76164383561644,4.063013698630137,1,1,0,1,3.0,False,True,True
1016,M,0,Working,Secondary / secondary special,Single / not married,With parents,31.07945205479452,9.065753424657537,1,0,0,0,1.0,False,True,False
1017,F,0,Commercial associate,Higher education,Married,Municipal apartment,38.07945205479452,12.9013698630137,1,0,0,0,2.0,False,False,False
1018,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.18356164383562,3.895890410958904,1,0,0,0,2.0,False,True,True
1019,F,0,Working,Secondary / secondary special,Married,House / apartment,51.75616438356165,1.3068493150684932,1,0,1,1,2.0,False,True,True
1020,F,0,Commercial associate,Higher education,Widow,House / apartment,52.46027397260274,15.736986301369862,1,0,1,1,1.0,False,True,True
1021,F,0,Working,Secondary / secondary special,Separated,House / apartment,53.79178082191781,3.06027397260274,1,0,0,0,1.0,False,False,True
1022,M,0,Working,Higher education,Married,House / apartment,42.701369863013696,9.142465753424656,1,0,0,0,2.0,False,True,True
1023,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,49.50958904109589,7.7315068493150685,1,0,0,0,1.0,False,True,True
1024,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.6054794520548,-1000.6657534246576,1,0,1,0,2.0,False,True,True
1025,F,1,State servant,Secondary / secondary special,Married,House / apartment,39.92876712328767,2.6410958904109587,1,0,1,1,3.0,False,False,True
1026,M,0,State servant,Secondary / secondary special,Married,House / apartment,45.06575342465754,7.7315068493150685,1,0,1,0,2.0,False,True,True
1027,M,0,Working,Lower secondary,Married,Municipal apartment,28.945205479452056,2.221917808219178,1,1,1,0,2.0,False,False,True
1028,F,2,Working,Secondary / secondary special,Married,House / apartment,33.989041095890414,0.726027397260274,1,0,0,1,4.0,False,True,True
1029,F,0,Pensioner,Lower secondary,Married,House / apartment,59.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1030,M,0,Working,Higher education,Single / not married,House / apartment,27.78904109589041,1.0602739726027397,1,0,0,1,1.0,False,True,True
1031,M,0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.145205479452056,1.3068493150684932,1,0,1,0,2.0,False,True,True
1032,F,0,Working,Secondary / secondary special,Married,House / apartment,54.038356164383565,34.49589041095891,1,0,0,0,2.0,False,True,True
1033,F,0,Commercial associate,Higher education,Married,House / apartment,55.24657534246575,17.986301369863014,1,0,0,0,2.0,False,True,True
1034,F,0,Working,Secondary / secondary special,Married,House / apartment,42.81917808219178,0.9753424657534246,1,0,0,0,2.0,False,False,True
1035,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.75342465753425,-1000.6657534246576,1,0,0,1,2.0,False,False,True
1036,M,0,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,29.44109589041096,1.556164383561644,1,0,0,0,2.0,False,False,True
1037,M,1,Working,Secondary / secondary special,Separated,House / apartment,34.772602739726025,2.893150684931507,1,0,1,0,2.0,False,True,False
1038,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.88493150684931,15.068493150684931,1,0,0,1,2.0,False,True,True
1039,F,0,Pensioner,Higher education,Married,House / apartment,60.44383561643836,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1040,M,0,Commercial associate,Higher education,Married,House / apartment,54.78356164383562,1.893150684931507,1,0,0,0,2.0,False,False,False
1041,F,0,Working,Secondary / secondary special,Married,House / apartment,59.342465753424655,5.13972602739726,1,0,0,0,2.0,False,False,True
1042,F,2,State servant,Higher education,Married,House / apartment,31.12054794520548,4.728767123287671,1,0,0,0,4.0,False,True,True
1043,F,2,Commercial associate,Secondary / secondary special,Married,House / apartment,36.57808219178082,0.8082191780821918,1,0,0,0,4.0,False,False,True
1044,M,2,Working,Secondary / secondary special,Married,House / apartment,39.88219178082192,6.895890410958904,1,0,0,0,4.0,False,False,False
1045,M,0,Commercial associate,Higher education,Single / not married,With parents,29.263013698630136,5.895890410958904,1,0,1,0,1.0,False,True,True
1046,M,1,Working,Higher education,Married,House / apartment,25.76164383561644,5.476712328767123,1,1,1,0,3.0,False,False,True
1047,M,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39.43287671232877,5.30958904109589,1,0,0,0,2.0,False,False,True
1048,F,0,Pensioner,Higher education,Widow,House / apartment,64.58904109589041,-1000.6657534246576,1,0,0,1,1.0,False,False,False
1049,M,0,Working,Incomplete higher,Civil marriage,House / apartment,30.019178082191782,4.476712328767123,1,0,0,0,2.0,False,False,False
1050,M,0,Working,Secondary / secondary special,Married,House / apartment,28.745205479452054,7.7315068493150685,1,0,0,0,2.0,False,True,True
1051,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.35616438356164,25.153424657534245,1,0,1,1,2.0,False,False,True
1052,F,0,Commercial associate,Higher education,Married,House / apartment,32.75890410958904,5.978082191780822,1,0,0,0,2.0,False,False,True
1053,F,0,Working,Secondary / secondary special,Married,House / apartment,48.12876712328767,10.73150684931507,1,0,0,0,2.0,False,False,True
1054,F,0,Pensioner,Higher education,Married,House / apartment,59.64931506849315,-1000.6657534246576,1,0,1,0,2.0,False,False,True
1055,M,0,Working,Secondary / secondary special,Married,House / apartment,26.252054794520543,8.227397260273973,1,0,0,1,2.0,False,False,True
1056,F,1,Commercial associate,Higher education,Separated,House / apartment,50.271232876712325,19.73972602739726,1,0,0,0,2.0,False,True,True
1057,M,1,Working,Higher education,Married,Rented apartment,29.635616438356163,0.5561643835616439,1,0,1,0,3.0,False,True,False
1058,F,0,State servant,Higher education,Widow,House / apartment,54.67123287671233,16.986301369863014,1,0,0,0,1.0,False,False,True
1059,F,0,Working,Secondary / secondary special,Married,House / apartment,36.37534246575343,4.391780821917808,1,0,0,1,2.0,False,False,True
1060,F,0,Working,Higher education,Married,With parents,25.92054794520548,1.2219178082191782,1,0,0,1,2.0,False,False,True
1061,M,0,Commercial associate,Higher education,Married,House / apartment,41.0958904109589,3.06027397260274,1,0,0,1,2.0,False,True,True
1062,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.2,11.065753424657537,1,0,0,0,2.0,False,False,True
1063,F,1,Working,Higher education,Married,House / apartment,28.88219178082192,7.142465753424657,1,0,0,0,3.0,False,True,False
1064,F,0,Working,Secondary / secondary special,Married,House / apartment,42.21369863013699,4.728767123287671,1,0,0,1,2.0,False,False,True
1065,M,2,Commercial associate,Higher education,Married,House / apartment,61.86849315068493,3.810958904109589,1,0,1,0,4.0,False,False,True
1066,F,0,Working,Secondary / secondary special,Married,House / apartment,43.38630136986301,8.312328767123288,1,0,0,0,2.0,False,False,True
1067,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.5013698630137,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1068,F,1,Working,Higher education,Married,House / apartment,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,True,True
1069,F,0,Working,Higher education,Civil marriage,House / apartment,48.01643835616439,9.142465753424656,1,0,0,0,2.0,False,False,True
1070,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.66575342465753,1.0602739726027397,1,0,0,0,2.0,False,False,True
1071,M,0,Working,Secondary / secondary special,Married,House / apartment,52.98082191780822,4.6438356164383565,1,0,0,0,2.0,False,False,True
1072,M,0,Working,Higher education,Married,House / apartment,40.942465753424656,5.6438356164383565,1,0,0,0,2.0,False,False,True
1073,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.72876712328768,17.81917808219178,1,1,1,0,2.0,False,False,True
1074,F,1,Working,Secondary / secondary special,Married,House / apartment,35.912328767123284,3.558904109589041,1,0,0,0,3.0,False,True,True
1075,M,1,Working,Secondary / secondary special,Married,House / apartment,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,True,True
1076,M,0,Working,Secondary / secondary special,Civil marriage,House / apartment,33.54520547945206,8.065753424657535,1,0,0,0,2.0,False,False,True
1077,M,1,Working,Secondary / secondary special,Married,House / apartment,45.96438356164384,8.98082191780822,1,0,0,0,3.0,False,False,True
1078,F,3,Working,Secondary / secondary special,Married,House / apartment,41.32328767123288,4.558904109589041,1,0,0,0,5.0,False,False,True
1079,M,3,Working,Secondary / secondary special,Civil marriage,With parents,33.07397260273972,3.895890410958904,1,0,0,1,5.0,False,False,False
1080,F,2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,59.72054794520548,-1000.6657534246576,1,0,0,0,3.0,False,True,True
1081,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,27.84109589041096,3.895890410958904,1,0,0,0,1.0,False,False,False
1082,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.89315068493151,-1000.6657534246576,1,0,0,0,1.0,False,False,False
1083,M,0,Working,Lower secondary,Separated,House / apartment,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,True,True
1084,F,0,Working,Secondary / secondary special,Married,House / apartment,27.295890410958904,5.13972602739726,1,0,0,0,2.0,False,False,False
1085,F,0,Working,Secondary / secondary special,Married,House / apartment,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False,True,True
1086,F,0,Working,Secondary / secondary special,Widow,House / apartment,47.77534246575343,0.3890410958904109,1,0,0,0,1.0,False,False,True
1087,F,0,State servant,Secondary / secondary special,Married,House / apartment,47.72602739726028,0.6410958904109589,1,0,0,0,2.0,False,False,True
1088,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.04931506849315,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1089,F,0,Pensioner,Higher education,Separated,House / apartment,59.84657534246576,-1000.6657534246576,1,0,0,0,1.0,False,True,True
1090,F,3,Commercial associate,Secondary / secondary special,Married,House / apartment,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,False,True,True
1091,F,0,Working,Secondary / secondary special,Separated,House / apartment,52.227397260273975,6.063013698630137,1,1,1,1,1.0,False,False,True
1092,F,2,Working,Lower secondary,Single / not married,House / apartment,42.11780821917808,6.391780821917808,1,0,0,0,3.0,False,False,False
1093,M,0,Working,Higher education,Married,House / apartment,33.59452054794521,0.9753424657534246,1,0,0,0,2.0,False,True,True
1094,F,0,Working,Secondary / secondary special,Married,House / apartment,37.99452054794521,1.1369863013698631,1,0,0,0,2.0,False,False,True
1095,F,1,Working,Secondary / secondary special,Married,House / apartment,42.64383561643836,23.991780821917807,1,0,1,0,3.0,False,False,True
1096,F,2,Working,Secondary / secondary special,Married,House / apartment,33.35890410958904,14.564383561643837,1,0,1,0,4.0,False,False,True
1097,M,0,Working,Secondary / secondary special,Single / not married,With parents,24.057534246575344,1.641095890410959,1,0,0,0,1.0,False,False,True
1098,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1099,M,2,Commercial associate,Higher education,Married,House / apartment,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,True,True
1100,F,1,Working,Secondary / secondary special,Married,House / apartment,26.63013698630137,1.389041095890411,1,0,0,1,3.0,False,False,True
1101,F,0,Working,Secondary / secondary special,Married,House / apartment,54.583561643835615,2.6410958904109587,1,0,0,0,2.0,False,False,True
1102,F,1,Working,Incomplete higher,Separated,House / apartment,27.816438356164383,1.641095890410959,1,0,0,0,2.0,False,False,True
1103,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.32054794520548,-1000.6657534246576,1,0,1,0,1.0,False,False,True
1104,F,0,Commercial associate,Incomplete higher,Married,House / apartment,25.65205479452055,2.893150684931507,1,0,0,1,2.0,False,False,True
1105,M,2,Working,Higher education,Married,House / apartment,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False,True,True
1106,M,1,State servant,Secondary / secondary special,Married,House / apartment,36.24657534246575,9.98082191780822,1,0,0,1,3.0,False,True,False
1107,F,2,State servant,Higher education,Married,House / apartment,40.35890410958904,12.64931506849315,1,0,0,0,4.0,False,True,True
1108,F,0,Working,Secondary / secondary special,Married,House / apartment,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,False,True
1109,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.43835616438356,8.479452054794521,1,1,0,0,2.0,False,True,True
1110,F,0,Working,Secondary / secondary special,Widow,House / apartment,55.20821917808219,1.4383561643835616,1,0,0,0,1.0,False,False,True
1111,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.87671232876713,-1000.6657534246576,1,0,1,0,2.0,False,False,False
1112,M,0,Working,Secondary / secondary special,Married,House / apartment,40.64109589041096,10.446575342465753,1,0,1,0,2.0,False,True,False
1113,F,0,Working,Secondary / secondary special,Married,House / apartment,48.83561643835616,23.04109589041096,1,1,1,0,2.0,False,False,False
1114,F,0,Commercial associate,Higher education,Married,House / apartment,40.78630136986301,5.945205479452055,1,0,0,0,2.0,False,True,False
1115,F,0,Commercial associate,Higher education,Civil marriage,House / apartment,50.95342465753425,11.112328767123287,1,1,1,0,2.0,False,False,False
1116,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.13972602739726,4.945205479452055,1,1,0,0,2.0,False,False,False
1117,F,3,Working,Incomplete higher,Married,House / apartment,32.98082191780822,10.780821917808218,1,1,0,0,5.0,False,False,True
1118,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.92328767123288,14.868493150684932,1,0,0,0,2.0,False,True,True
1119,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.8986301369863,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1120,F,1,Working,Secondary / secondary special,Married,House / apartment,53.92876712328767,32.964383561643835,1,0,1,0,3.0,False,False,False
1121,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0027397260274,8.10958904109589,1,0,0,0,2.0,False,False,True
1122,M,0,Working,Secondary / secondary special,Married,House / apartment,53.84383561643836,31.046575342465754,1,0,0,0,2.0,False,True,True
1123,M,0,Working,Secondary / secondary special,Married,House / apartment,41.72054794520548,12.197260273972605,1,0,0,0,2.0,False,True,False
1124,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.87671232876713,2.356164383561644,1,0,0,0,2.0,False,True,True
1125,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0027397260274,1.2684931506849315,1,0,1,0,2.0,False,True,True
1126,M,0,Working,Secondary / secondary special,Married,House / apartment,27.09315068493151,6.271232876712329,1,0,0,0,2.0,False,True,True
1127,F,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,36.56438356164384,1.6027397260273972,1,0,1,1,4.0,False,False,True
1128,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,51.84657534246576,-1000.6657534246576,1,0,1,0,2.0,False,False,True
1129,M,0,State servant,Higher education,Married,House / apartment,48.293150684931504,13.194520547945206,1,0,1,0,2.0,False,True,True
1130,F,0,State servant,Secondary / secondary special,Married,House / apartment,35.75068493150685,17.53150684931507,1,1,0,0,2.0,False,True,True
1131,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.78356164383562,-1000.6657534246576,1,0,0,0,2.0,False,False,False
1132,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.76986301369863,4.550684931506849,1,0,0,0,2.0,False,True,True
1133,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.58904109589041,-1000.6657534246576,1,0,1,0,2.0,False,False,True
1134,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.52328767123288,-1000.6657534246576,1,0,0,0,2.0,False,True,True
1135,F,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58.64657534246575,-1000.6657534246576,1,0,1,0,2.0,False,True,True
1136,M,0,Working,Secondary / secondary special,Married,House / apartment,53.17260273972602,12.473972602739726,1,0,1,0,2.0,False,False,True
1137,F,0,Pensioner,Secondary / secondary special,Separated,House / apartment,63.38904109589041,-1000.6657534246576,1,0,0,0,1.0,False,False,True
1138,F,0,Pensioner,Higher education,Married,House / apartment,57.367123287671234,-1000.6657534246576,1,0,1,0,2.0,False,False,False
1139,F,2,Working,Secondary / secondary special,Married,House / apartment,28.92328767123288,0.2986301369863013,1,0,1,0,4.0,False,False,True
1140,F,0,Pensioner,Higher education,Married,House / apartment,58.61369863013699,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1141,M,0,Working,Higher education,Married,House / apartment,38.41917808219178,11.726027397260276,1,1,0,0,2.0,False,False,True
1142,M,2,Working,Higher education,Married,House / apartment,36.865753424657534,2.717808219178082,1,0,0,0,4.0,False,True,True
1143,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,25.3972602739726,4.550684931506849,1,1,1,0,2.0,False,True,True
1144,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.08219178082192,7.638356164383562,1,0,0,0,2.0,False,False,True
1145,F,0,Working,Secondary / secondary special,Married,House / apartment,41.45205479452055,0.4657534246575342,1,0,0,0,2.0,False,False,False
1146,F,0,Pensioner,Secondary / secondary special,Separated,House / apartment,64.66301369863014,-1000.6657534246576,1,0,1,0,1.0,False,False,True
1147,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.99452054794521,-1000.6657534246576,1,0,0,0,2.0,False,False,False
1148,F,0,Working,Secondary / secondary special,Married,House / apartment,42.43287671232877,6.720547945205479,1,0,0,0,2.0,False,False,True
1149,F,0,State servant,Secondary / secondary special,Married,House / apartment,41.9972602739726,23.315068493150687,1,0,0,0,2.0,False,False,False
1150,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.46027397260274,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1151,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,49.88219178082192,-1000.6657534246576,1,0,1,0,2.0,False,False,True
1152,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,64.87123287671233,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1153,F,0,Working,Secondary / secondary special,Married,House / apartment,36.14246575342466,5.720547945205479,1,1,0,0,2.0,False,True,True
1154,F,0,Working,Secondary / secondary special,Separated,House / apartment,32.8054794520548,3.802739726027397,1,0,0,0,1.0,False,False,False
1155,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0958904109589,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1156,M,0,Working,Higher education,Married,House / apartment,29.97808219178082,1.1287671232876713,1,0,0,0,2.0,False,True,True
1157,F,0,Commercial associate,Higher education,Single / not married,House / apartment,39.44931506849315,3.468493150684932,1,0,0,1,1.0,False,True,True
1158,M,2,Working,Secondary / secondary special,Married,House / apartment,36.89041095890411,2.2986301369863016,1,0,1,0,4.0,False,True,True
1159,F,2,Working,Secondary / secondary special,Married,House / apartment,37.35068493150685,4.635616438356164,1,0,1,0,4.0,False,False,True
1160,F,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,57.106849315068494,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1161,M,1,Working,Higher education,Married,House / apartment,50.00547945205479,0.7178082191780822,1,0,0,0,3.0,False,True,True
1162,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,52.397260273972606,-1000.6657534246576,1,0,0,0,2.0,False,False,False
1163,M,0,Working,Higher education,Single / not married,With parents,31.778082191780825,1.9671232876712328,1,0,1,0,1.0,False,False,False
1164,F,0,State servant,Secondary / secondary special,Married,Rented apartment,47.15890410958904,3.1315068493150684,1,0,0,0,2.0,False,False,False
1165,F,1,State servant,Secondary / secondary special,Civil marriage,House / apartment,30.7013698630137,6.887671232876713,1,0,0,1,3.0,False,False,True
1166,M,2,Working,Secondary / secondary special,Married,House / apartment,29.019178082191782,1.1287671232876713,1,1,1,1,4.0,False,True,True
